"Date","Return","Price"
2000-01-01,NA,100
2000-01-02,0.024465176526907,102.476690454311
2000-01-03,-0.0197842905452236,100.469185844207
2000-01-04,-0.0207865115431713,98.4023376544171
2000-01-05,-0.049848315168318,93.617398278903
2000-01-06,-0.0429416430675604,89.6824055571798
2000-01-07,-0.0218320978678681,87.7456689403585
2000-01-08,0.0153760881250042,89.1052800416656
2000-01-09,0.00366175106580959,89.4321595061965
2000-01-10,0.00826705335977137,90.174564463362
2000-01-11,0.0526817094000878,95.0524748813002
2000-01-12,0.0297617754015747,97.9239230388375
2000-01-13,0.00615515486236151,98.5285187311244
2000-01-14,-0.0597230969260262,92.8163620655019
2000-01-15,-0.0366535710213134,89.4759047702304
2000-01-16,0.0564665417842265,94.6736685556887
2000-01-17,0.0372507048491296,98.266838002258
2000-01-18,-0.0109906683495079,97.1927331532717
2000-01-19,0.0164210238445904,98.8019133758438
2000-01-20,-0.0151361376170109,97.3176950212208
2000-01-21,-0.0197841655146757,95.4112663684584
2000-01-22,0.00093578999182292,95.5005930656291
2000-01-23,0.00476211251142264,95.9564622233193
2000-01-24,0.028879284451858,98.768018656333
2000-01-25,-0.0600717643538635,93.009542013725
2000-01-26,0.0320993248280892,96.0435193218895
2000-01-27,-0.0380284060246752,92.4597124897392
2000-01-28,-0.0153297751084199,91.0531346969095
2000-01-29,0.0101196415902738,91.9792377981588
2000-01-30,-0.0158206462000818,90.5355172279958
2000-01-31,-0.011717984464673,89.4808150042578
2000-02-01,-0.00181478888599229,89.3185734772665
2000-02-02,-0.0200816373948657,87.5428001661942
2000-02-03,0.0373325237750096,90.8727650885443
2000-02-04,-0.0151330724606626,89.5079340398869
2000-02-05,-0.00669245701632455,88.910906059109
2000-02-06,-0.0334063764916905,85.9897786543976
2000-02-07,-0.00078421162311755,85.9223709049324
2000-02-08,0.0088278371971601,86.6842374761765
2000-02-09,8.43000880557828e-06,86.6849682281419
2000-02-10,0.0252044083944905,88.8975782006597
2000-02-11,0.0157668731143957,90.3103230541803
2000-02-12,0.0315259803338503,93.2027990307813
2000-02-13,0.0161513416160815,94.7203717047494
2000-02-14,0.0578981916530589,100.366379639412
2000-02-15,0.00089814296967497,100.456563490611
2000-02-16,0.0145234461570213,101.926185134753
2000-02-17,0.0207273777355342,104.060894714734
2000-02-18,0.012766315074407,105.397884944477
2000-02-19,0.0190856274948465,107.428788602716
2000-02-20,0.00452584369118766,107.916096415556
2000-02-21,-0.00936621413087096,106.910049926471
2000-02-22,-0.0134854629100629,105.477996070492
2000-02-23,0.00174618221136514,105.6623407738
2000-02-24,-0.0285779297972008,102.68546883333
2000-02-25,0.00277405035594835,102.970718960882
2000-02-26,-0.0126187405452641,101.679521947949
2000-02-27,-0.0293765907049311,98.7359716678841
2000-02-28,0.0267396412727221,101.411751394148
2000-02-29,-0.0408192285745105,97.3555506181803
2000-03-01,0.0125036493584622,98.5804924487407
2000-03-02,0.0047734964862139,99.0521910130866
2000-03-03,0.00544845824111063,99.5933456299659
2000-03-04,0.0228342611278638,101.893649006686
2000-03-05,-0.0232489978197239,99.5520491794366
2000-03-06,-0.0418318683875231,95.4735023167626
2000-03-07,-0.038131750567437,91.9014673244274
2000-03-08,0.0417718349817624,95.8216672148984
2000-03-09,0.0234935613421902,98.0995120047552
2000-03-10,0.0454259142619176,102.658537025491
2000-03-11,-0.00608706114996577,102.035546248132
2000-03-12,0.00938128112488352,102.99727446024
2000-03-13,-0.0330284961317811,99.6509948645146
2000-03-14,-0.00397939152097403,99.2552325094338
2000-03-15,0.041719825174978,103.483736371472
2000-03-16,0.0388739799998266,107.585775803083
2000-03-17,-0.0382096127746379,103.552510417339
2000-03-18,0.0108713889772033,104.684411558459
2000-03-19,-0.0285869814601119,101.734170383461
2000-03-20,0.0387715271524657,105.756022403343
2000-03-21,-0.0317185041743053,102.454240174235
2000-03-22,0.00948865843364902,103.431020302167
2000-03-23,0.0129522882508758,104.779402155899
2000-03-24,0.0164941021337953,106.521975905069
2000-03-25,-0.00897621532979048,105.570090268516
2000-03-26,0.00791100990426636,106.408568530196
2000-03-27,-0.0468198130729461,101.541369009253
2000-03-28,-0.074244917715328,94.2755025843076
2000-03-29,-0.0650667734405457,88.3366073291722
2000-03-30,-0.0235189872667737,86.2832607508331
2000-03-31,-0.00810952957632881,85.5863736283944
2000-04-01,0.0111389614569571,86.5450463423141
2000-04-02,-0.0200158004941595,84.8299992395112
2000-04-03,0.0202200590232728,86.5627257117016
2000-04-04,0.0185912571062644,88.1870882862668
2000-04-05,0.039965293108047,91.7828860790116
2000-04-06,-0.033657148617761,88.7451434772015
2000-04-07,0.0146804089671444,90.0575683739513
2000-04-08,0.0352259220501265,93.2864658237142
2000-04-09,0.0459418468443881,97.672191141333
2000-04-10,0.0109729637203958,98.7498462735687
2000-04-11,0.00441261243456422,99.1865538752438
2000-04-12,-0.0469218552980678,94.6400363912666
2000-04-13,-0.000879890227436807,94.5568001728594
2000-04-14,0.0308565436790209,97.5199778114456
2000-04-15,0.0612230639955219,103.677002554614
2000-04-16,-0.00994370587975927,102.651177637895
2000-04-17,0.00724686051973468,103.397778392758
2000-04-18,-0.0201671008826827,101.333430882871
2000-04-19,0.0418155083022241,105.660580282469
2000-04-20,-0.00868656815960351,104.746727319423
2000-04-21,-0.00976146411752713,103.729220158604
2000-04-22,0.00619193111932895,104.373496945167
2000-04-23,0.0077896481723933,105.189704623023
2000-04-24,0.0200974090006828,107.325131538077
2000-04-25,0.0427146057906109,112.008800657332
2000-04-26,-0.0082007279868796,111.094003080869
2000-04-27,0.0106931726273783,112.288324596485
2000-04-28,-0.0163479700142332,110.467561870905
2000-04-29,-0.00766894274533272,109.623632622386
2000-04-30,-0.010696149929404,108.457330403218
2000-05-01,0.032588141696717,112.04997410603
2000-05-02,0.0175199418122866,114.030380780665
2000-05-03,-0.0109119907405231,112.792846581875
2000-05-04,-0.0697499637749965,105.193652018205
