"Return","Date","Price"
-0.0634655411662777,2000-01-02,93.8506458581477
0.0107886686834498,2000-01-03,94.8686509677239
0.0191838366489888,2000-01-04,96.7061645985942
0.029951655566292,2000-01-05,99.6464883023806
0.0103666807685708,2000-01-06,100.684864594749
-0.0216700596654532,2000-01-07,98.5264881074771
-0.0303113884741339,2000-01-08,95.5848216737839
-0.00893800983924661,2000-01-09,94.7342902883914
-0.0519391459054782,2000-01-10,89.9394694690908
-0.00987461946128341,2000-01-11,89.0557219497944
0.0229787501922557,2000-01-12,91.1258040000555
0.0833692674314624,2000-01-13,99.0485645404279
0.054947061448703,2000-01-14,104.643291451383
-0.00522402271666847,2000-01-15,104.098057915852
-0.101853984226316,2000-01-16,94.0173495831871
-0.0393918728375595,2000-01-17,90.3858259426791
-0.0199864497509338,2000-01-18,88.5972671816527
-0.0217513598872787,2000-01-19,86.690963644169
-0.0122874912614243,2000-01-20,85.6322668699793
0.0335784820250754,2000-01-21,88.5564891226043
-0.0224261678747204,2000-01-22,86.5926098815354
-0.0204885730333725,2000-01-23,84.8365023697081
-0.015234725477422,2000-01-24,83.5538368823871
0.026581839150472,2000-01-25,85.8046341687191
0.0157346901899199,2000-01-26,87.165421210237
0.0230856876615735,2000-01-27,89.2011020363535
-0.0125245995402014,2000-01-28,88.0908611293588
0.0254720247591638,2000-01-29,90.3635356568576
0.0239813830533751,2000-01-30,92.5567715231682
-0.0407073876679369,2000-01-31,88.864684580439
-0.0112992829982226,2000-02-01,87.8662289004909
-0.040073552419326,2000-02-02,84.4147356493528
-0.018570322639093,2000-02-03,82.8615925907847
-0.0337960268574338,2000-02-04,80.1079924397625
-0.00960655599716605,2000-02-05,79.3421151361366
-0.0158402425178318,2000-02-06,78.0952184353729
-0.0247615827164433,2000-02-07,76.1852023259046
0.0336735338635859,2000-02-08,78.7943097135734
0.0286457356947675,2000-02-09,81.0840700433478
-8.04320247737767e-05,2000-02-10,81.0775485496893
0.00756927863507598,2000-02-11,81.6935756047066
0.039663113934603,2000-02-12,84.9989138981135
-0.005642433845593,2000-02-13,84.5206636659838
0.0109049799669597,2000-02-14,85.4474036667608
0.00571994506377086,2000-02-15,85.9375586148671
0.0303976080231208,2000-02-16,88.589963990276
-0.000382386648100261,2000-02-17,88.5560948468572
0.0159343323287529,2000-02-18,89.9784793702231
-0.0111721438967503,2000-02-19,88.9788214101972
-0.0264474287562723,2000-02-20,86.656406688443
-0.00737699506689283,2000-02-21,86.0194949395975
-0.0327332015991426,2000-02-22,83.2493860708703
-0.0254781831425462,2000-02-23,81.1551351077438
0.00472546564762975,2000-02-24,81.5395384378788
0.00353848052132209,2000-02-25,81.8285755809268
0.0600366643768635,2000-02-26,86.8917578773318
0.0482548571877661,2000-02-27,91.1875193880432
-0.0108576577357532,2000-02-28,90.2027921026712
-0.00402665455166978,2000-02-29,89.8403069103785
0.00038737038573934,2000-03-01,89.8751151261221
-0.00163971418744914,2000-03-02,89.7278663806715
-0.00513286905321817,2000-03-03,89.268484973005
0.0514137783082067,2000-03-04,93.9781484610726
-0.0090864445369098,2000-03-05,93.1280890847343
-0.00789481524476649,2000-03-06,92.3957546535755
0.0156091479234452,2000-03-07,93.8492883546116
0.00527194980382285,2000-03-08,94.3453635848281
0.0245945460521482,2000-03-09,96.6945147131527
-0.0194114113845796,2000-03-10,94.835637790569
0.0243006573578754,2000-03-11,97.1684355936534
-0.0100947601906177,2000-03-12,96.1924778557322
0.0091207376166073,2000-03-13,97.0738374217603
0.0094666844458768,2000-03-14,97.9971683542833
0.0058603086933927,2000-03-15,98.5731480729787
-0.0166853076403748,2000-03-16,96.9420701316823
-0.0113349090725875,2000-03-17,95.8494446848427
0.00428027980547876,2000-03-18,96.2605864003813
-0.0254994311203004,2000-03-19,93.8370272174216
0.0654379136881716,2000-03-20,100.182892271749
-0.00949258351541835,2000-03-21,99.2363972488792
-0.0177580388048292,2000-03-22,97.4897082422527
0.0338057699241234,2000-03-23,100.841763056293
-0.0295865769927063,2000-03-24,97.9019050876829
-0.00916507331731093,2000-03-25,97.00872622666
0.0441554243106657,2000-03-26,101.388164138045
-0.0332593690462367,2000-03-27,98.0715182743092
0.0293359458729575,2000-03-28,100.991154792475
-0.0286510482014983,2000-03-29,98.1387102359942
0.00850679787015712,2000-03-30,98.977117431501
0.028359624702605,2000-03-31,101.824252355827
-0.0196187945270382,2000-04-01,99.8460516772141
0.00840934435895549,2000-04-02,100.689231835875
0.00535631550200431,2000-04-03,101.230002104433
0.00994452604246526,2000-04-04,102.24170862999
0.0111187832471153,2000-04-05,103.38485545093
0.0346479052488795,2000-04-06,107.029702664808
0.0475605094390773,2000-04-07,112.243082667085
-0.0388929113025444,2000-04-08,107.961425181213
-0.0215546443264564,2000-04-09,105.659255417835
-0.0542388682990359,2000-04-10,100.08106188347
-0.0462596385912191,2000-04-11,95.5568002651912
0.022584906251518,2000-04-12,97.739496861879
0.0279303677703849,2000-04-13,100.507877938974
-0.02116476831596,2000-04-14,98.4030051332091
-0.127779697163336,2000-04-15,86.5992925529222
-0.0541102129703825,2000-04-16,82.0379080251817
0.0171946650101323,2000-04-17,83.4607197017612
0.000728658632274512,2000-04-18,83.5215562374695
-0.00106167964090328,2000-04-19,83.4329301562133
-0.0300736609003354,2000-04-20,80.9611505300715
-0.0645457045822849,2000-04-21,75.9005333926984
-0.050594188316375,2000-04-22,72.1559337454436
0.000854361073869898,2000-04-23,72.2176073084788
0.0313246880372818,2000-04-24,74.5156054623707
-0.0307725723360327,2000-04-25,72.2574907925162
-0.0693563231829801,2000-04-26,67.4158178930717
0.0499111916970965,2000-04-27,70.8660070202535
0.0806650232803966,2000-04-28,76.8192985816124
0.0223613691256202,2000-04-29,78.556433243393
0.0145014427284266,2000-04-30,79.7039148214506
-0.0165894045194117,2000-05-01,78.3925815299304
-0.0154986894223685,2000-05-02,77.18696611844
-0.0862858810760396,2000-05-03,70.8060698265391
0.00251680364144429,2000-05-04,70.9844992426315
-0.0283215381205824,2000-05-05,69.0023108460564
-0.040717871804737,2000-05-06,66.2491160909734
-0.00564109274429322,2000-05-07,65.8764507908805
-0.0415661891809657,2000-05-08,63.1943463604286
-0.0586919081995556,2000-05-09,59.5920950943373
0.0391019799948611,2000-05-10,61.968420754973
0.0494863431909492,2000-05-11,65.1121557344518
0.00390504543496858,2000-05-12,65.3669187678257
0.0252959044803592,2000-05-13,67.0415251476346
0.0315669758896633,2000-05-14,69.191580186844
-0.112670972325488,2000-05-15,61.8188422824046
-0.0607563845468683,2000-05-16,58.1747740231162
0.0106022960051257,2000-05-17,58.7948414581828
-0.0478701223932971,2000-05-18,56.0466286289672
-0.0354569601553119,2000-05-19,54.0942036227826
0.0268405975852501,2000-05-20,55.5657850918812
