"Date","Return","Price"
2000-01-01,NA,100
2000-01-02,0.000515641037083248,100.051577400278
2000-01-03,-0.041398514052717,95.9941558423372
2000-01-04,0.0013932936332566,96.1279971069413
2000-01-05,0.0400684495365594,100.057903773184
2000-01-06,-0.0228079584279448,97.8016157352204
2000-01-07,0.00421074528840364,98.2143016758095
2000-01-08,-0.009204927357421,97.3143943085344
2000-01-09,0.0144775083530347,98.7335121230495
2000-01-10,-0.0123264604191663,97.5239475340635
2000-01-11,-0.0260398956870238,95.0172133069779
2000-01-12,0.0203874039821065,96.9742492756206
2000-01-13,0.0280741973551407,99.7352992759492
2000-01-14,0.0146628114642724,101.208473207339
2000-01-15,-0.0374871823958388,97.4846859314646
2000-01-16,0.0192766592838079,99.3820940985371
2000-01-17,-0.0117191087539177,98.2242223933932
2000-01-18,-0.0630422877975086,92.2230925805414
2000-01-19,-0.0365749295575276,88.9109788457759
2000-01-20,0.0103058523743031,89.8320201741815
2000-01-21,-0.0920820449464873,81.929526015575
2000-01-22,0.0244184278822281,83.9547419035264
2000-01-23,-0.0299467358805506,81.4778440305349
2000-01-24,0.0266123441755994,83.6752701016954
2000-01-25,-0.000300104138776722,83.6501625744494
2000-01-26,-0.0149148649104971,82.4117897382717
2000-01-27,0.010372121879871,83.2710231997889
2000-01-28,0.0084394287700402,83.9767568744738
2000-01-29,-0.0145610467362029,82.7628268869679
2000-01-30,0.0124974607460333,83.8036422953303
2000-01-31,-0.0301942645961398,81.3110729634614
2000-02-01,-0.00114670070998916,81.2178869368167
2000-02-02,0.0216744302832378,82.9974542521492
2000-02-03,-0.026930153215891,80.792147988879
2000-02-04,-0.0208328708202086,79.1264267287871
2000-02-05,0.0061369353357563,79.6135135744885
2000-02-06,-0.00505576010031162,79.2120225255253
2000-02-07,-0.00842272646534484,78.547643197414
2000-02-08,0.0144407862526568,79.6901625073894
2000-02-09,-0.00694022682344969,79.1390094797726
2000-02-10,-0.0211814862240215,77.4803560265124
2000-02-11,-0.0156870848183116,76.2743988168158
2000-02-12,0.0125487186520382,77.237575465027
2000-02-13,0.0365524961010844,80.113034088506
2000-02-14,-0.0368213934772328,77.2168092757564
2000-02-15,-0.00631584602822674,76.7306566462047
2000-02-16,0.0153410428586211,77.916860476188
2000-02-17,0.00911971094658724,78.6306897324647
2000-02-18,-0.00760483733922809,78.0349841202975
2000-02-19,-0.00208252071590843,77.8726437465681
2000-02-20,0.0146308008787352,79.0203584102037
2000-02-21,-0.0286268842119398,76.7903235252688
2000-02-22,0.0136935203727002,77.8490859329744
2000-02-23,-0.0110957966809143,76.9900628895068
2000-02-24,-0.0235991729992104,75.1944321114399
2000-02-25,-0.0461138080510606,71.8056654616438
2000-02-26,-0.0135141733428756,70.8417988512541
2000-02-27,-0.0151704425494129,69.775208193393
2000-02-28,-0.00627258172043752,69.3389072949902
2000-02-29,-0.0060289600473908,68.9221234422274
2000-03-01,-0.0260448098101841,67.1502342634396
2000-03-02,0.00413670425443699,67.4285902644875
2000-03-03,0.00645416973290605,67.8651932702529
2000-03-04,0.0449112353407692,70.9825818544345
2000-03-05,0.00997474108770249,71.694157722824
